subject,age,education,ethnicity,gender,gender_other,language,marital,origin,race,race_other,strat_categorize_aud,strat_categorize_vis,strat_image_aud,strat_image_vis,strat_rehearsal_aud,strat_rehearsal_vis,strat_spatial_aud,strat_spatial_vis,strat_story_aud,strat_story_vis,strat_other,wrote_notes,distracted
MTK0297,48,Bachelor's degree,Not Hispanic,Female,,English,Divorced,United States,White,,,,,,,,,,,,,,
MTK0298,37,Associate degree,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,,,,,,,,,,,,,
MTK0299,38,Bachelor's degree,Not Hispanic,Female,,English,Divorced,United States,White,,,,,,,,,,,,,,
MTK0301,28,Bachelor's degree,Hispanic,Male,,English,Single,United States,White,,,,,,,,,,,,,,
MTK0302,45,High school diploma,Not Hispanic,Male,,English,Single,United States,White,,,,,,,,,,,,,,
MTK0303,32,Some college,Hispanic,Male,,English,Single,United States,American Indian/Alaskan Native,,,,,,,,,,,,,,
MTK0304,49,Some college,Not Hispanic,Female,,english,Married/Domestic Partnership,United States,White,,,,,,,,,,,,,,
MTK0305,44,Associate degree,Not Hispanic,Female,,English,Single,United States,Black,,,,,,,,,,,,,,
MTK0308,27,Bachelor's degree,Not Hispanic,Male,,English,Single,United States,White,,,,,,,,,,,,,,
MTK0309,34,Bachelor's degree,Not Hispanic,Male,,English,Single,United States,White,,,,,,,,,,,,,,
MTK0310,33,Some college,Not Hispanic,Male,,English,Single,United States,White,,,,,,,,,,,,,,
MTK0311,62,Some college,Not Hispanic,Male,,English,Married/Domestic Partnership,United States,White,,,,,,,,,,,,,,
MTK0312,31,Associate degree,Hispanic,Male,,English,Single,United States,Other,Puerto Rican,,,,,,,,,,,,,
MTK0313,39,High school diploma,Hispanic,Male,,english,Married/Domestic Partnership,United States,White,,,,,,,,,,,,,,
MTK0314,39,Associate degree,Not Hispanic,Female,,english,Married/Domestic Partnership,United States,White,,,,,,,,,,,,,,
MTK0315,22,Some college,Not Hispanic,Male,,English,Married/Domestic Partnership,United States,White,,,,,,,,,,,,,,
MTK0316,27,Associate degree,Hispanic,Male,,english,Single,United States,White,,,,,,,,,,,,,,
MTK0317,63,Associate degree,Not Hispanic,Male,,English,Married/Domestic Partnership,United States,White,,,,,,,,,,,,,,
MTK0318,44,Master's degree,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,,,,,,,,,,,,,
MTK0319,32,Some college,Not Hispanic,Male,,English,Single,United States,Black,,,,,,,,,,,,,,
MTK0320,29,Bachelor's degree,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,,,,,,,,,,,,,
MTK0321,26,Bachelor's degree,Not Hispanic,Female,,English,Single,United States,Asian,,,,,,,,,,,,,,
MTK0322,54,Associate degree,Not Hispanic,Female,,english,Single,United States,White,,,,,,,,,,,,,,
MTK0323,32,High school diploma,Not Hispanic,Female,,english,Married/Domestic Partnership,United States,White,,,,,,,,,,,,,,
MTK0324,58,Some college,Not Hispanic,Female,,English,Divorced,United States,White,,,,,,,,,,,,,,
MTK0325,23,Bachelor's degree,Not Hispanic,Male,,english,Married/Domestic Partnership,United States,White,,,,,,,,,,,,,,
MTK0326,44,Some college,Not Hispanic,Female,,English,Divorced,United States,White,,,,,,,,,,,,,,
MTK0327,31,Associate degree,Not Hispanic,Male,,English,Single,United States,White,,,,,,,,,,,,,,
MTK0328,33,Bachelor's degree,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,,,,,,,,,,,,,
MTK0329,51,Some graduate education,Not Hispanic,Female,,English,Divorced,United States,White,,,,,,,,,,,,,,
MTK0330,34,Associate degree,Not Hispanic,Female,,english,Married/Domestic Partnership,United States,White,,,,,,,,,,,,,,
MTK0331,42,Associate degree,Not Hispanic,Female,,English,Separated,United States,White,,,,,,,,,,,,,,
MTK0332,28,Associate degree,Not Hispanic,Male,,english,Single,United States,American Indian/Alaskan Native|Black|White,,,,,,,,,,,,,,
MTK0333,28,Bachelor's degree,Hispanic,Female,,English,Single,United States,American Indian/Alaskan Native|White,,,,,,,,,,,,,,
MTK0334,31,Bachelor's degree,Not Hispanic,Male,,English,Single,United States,Asian,,,,,,,,,,,,,,
MTK0335,24,Bachelor's degree,Not Hispanic,Female,,English,Single,United States,White,,,,,,,,,,,,,,
MTK0336,51,Some college,Not Hispanic,Male,,ENGLISH,Single,United States,White,,,,,,,,,,,,,,
MTK0337,68,High school diploma,Not Hispanic,Female,,english,Separated,United States,White,,,,,,,,,,,,,,
MTK0338,22,High school diploma,Not Hispanic,Male,,english,Single,United States,White,,,,,,,,,,,,,,
MTK0339,29,Bachelor's degree,Not Hispanic,Male,,English,Single,United States,White,,,,,,,,,,,,,,
MTK0340,22,High school diploma,Not Hispanic,Male,,english,Single,United States,White,,,,,,,,,,,,,,
MTK0341,33,Associate degree,Not Hispanic,Female,,English,Divorced,United States,White,,,,,,,,,,,,,,
MTK0342,43,Master's degree,Not Hispanic,Female,,english,Separated,United States,Asian,,,,,,,,,,,,,,
MTK0343,25,Some college,Not Hispanic,Female,,english,Single,United States,Black,,,,,,,,,,,,,,
MTK0344,28,Bachelor's degree,Not Hispanic,Female,,English,Single,United States,White,,,,,,,,,,,,,,
MTK0345,32,Bachelor's degree,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,,,,,,,,,,,,,
MTK0346,48,Bachelor's degree,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,,,,,,,,,,,,,
MTK0347,46,Master's degree,Not Hispanic,Male,,english,Married/Domestic Partnership,United States,White,,,,,,,,,,,,,,
MTK0348,37,Associate degree,Not Hispanic,Female,,english,Married/Domestic Partnership,United States,White,,,,,,,,,,,,,,
MTK0349,27,Associate degree,Hispanic,Male,,English,Single,United States,White,,,,,,,,,,,,,,
MTK0351,41,Master's degree,Not Hispanic,Female,,tamil,Married/Domestic Partnership,India,Asian,,,,,,,,,,,,,,
MTK0353,30,Some college,Not Hispanic,Male,,English,Single,United States,White,,,,,,,,,,,,,,
MTK0354,32,Bachelor's degree,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,,,,,,,,,,,,,
MTK0355,27,Bachelor's degree,Not Hispanic,Female,,english,Single,United States,White,,,,,,,,,,,,,,
MTK0356,34,Master's degree,Hispanic,Male,,English,Single,United States,White,,,,,,,,,,,,,,
MTK0357,45,Some college,Not Hispanic,Female,,english,Divorced,United States,White,,,,,,,,,,,,,,
MTK0358,25,Associate degree,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,,,,,,,,,,,,,
MTK0360,46,Bachelor's degree,Not Hispanic,Male,,English,Married/Domestic Partnership,United States,White,,,,,,,,,,,,,,
MTK0361,29,Some college,Not Hispanic,Male,,English,Single,United States,Asian,,,,,,,,,,,,,,
MTK0362,40,Master's degree,Not Hispanic,Female,,Hindi,Married/Domestic Partnership,United States,Asian,,,,,,,,,,,,,,
MTK0363,32,Some college,Hispanic,Female,,english,Single,United States,White,,,,,,,,,,,,,,
MTK0364,34,Bachelor's degree,Not Hispanic,Male,,English,Single,United States,White,,,,,,,,,,,,,,
MTK0365,61,Some graduate education,Not Hispanic,Male,,English,Divorced,United States,White,,,,,,,,,,,,,,
MTK0366,59,Some college,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,,,,,,,,,,,,,
MTK0367,52,High school diploma,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,,,,,,,,,,,,,
MTK0369,37,Not Reported,Not Reported,Male,,English,Not Reported,United States,Not Reported,,,,,,,,,,,,,,
MTK0370,25,Some college,Not Hispanic,Female,,english,Married/Domestic Partnership,United States,White,,,,,,,,,,,,,,
MTK0371,29,Bachelor's degree,Not Hispanic,Male,,english,Married/Domestic Partnership,United States,White,,,,,,,,,,,,,,
MTK0372,27,Bachelor's degree,Not Hispanic,Male,,English,Single,United States,Asian|White,,,,,,,,,,,,,,
MTK0373,29,High school diploma,Not Hispanic,Male,,english,Single,United States,Black,,,,,,,,,,,,,,
MTK0374,29,High school diploma,Not Hispanic,Male,,English,Single,United States,White,,,,,,,,,,,,,,
MTK0375,29,Some college,Hispanic,Male,,English,Married/Domestic Partnership,United States,White,,,,,,,,,,,,,,
MTK0376,33,Bachelor's degree,Not Hispanic,Female,,English,Single,United States,Asian,,,,,,,,,,,,,,
MTK0377,52,Bachelor's degree,Not Hispanic,Female,,english,Married/Domestic Partnership,United States,White,,,,,,,,,,,,,,
MTK0381,22,High school diploma,Not Hispanic,Female,,English ,Single,United States,White,,,,,,,,,,,,,,
MTK0382,48,Master's degree,Not Hispanic,Male,,englishj,Married/Domestic Partnership,United States,White,,,,,,,,,,,,,,
MTK0383,33,Some college,Not Hispanic,Female,,english,Single,United States,Black,,,,,,,,,,,,,,
MTK0384,22,Associate degree,Not Hispanic,Female,,English,Single,United States,White,,,,,,,,,,,,,,
MTK0385,39,Bachelor's degree,Not Hispanic,Male,,English,Single,United States,White,,,,,,,,,,,,,,
MTK0386,31,Some college,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,,,,,,,,,,,,,
MTK0388,30,Bachelor's degree,Not Hispanic,Male,,English,Single,United States,White,,,,,,,,,,,,,,
MTK0389,20,High school diploma,Not Hispanic,Female,,English,Single,United States,White,,,,,,,,,,,,,,
MTK0390,42,Associate degree,Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,,,,,,,,,,,,,
MTK0391,32,Bachelor's degree,Not Hispanic,Male,,eng,Single,United States,White,,,,,,,,,,,,,,
MTK0393,59,High school diploma,Not Hispanic,Female,,English,Widowed,United States,White,,,,,,,,,,,,,,
MTK0395,26,High school diploma,Not Hispanic,Male,,English,Single,United States,White,,,,,,,,,,,,,,
MTK0396,37,Bachelor's degree,Not Hispanic,Male,,English,Married/Domestic Partnership,United States,White,,,,,,,,,,,,,,
MTK0397,58,Associate degree,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,,,,,,,,,,,,,
MTK0399,20,High school diploma,Not Reported,Female,,ENGLISH,Single,United States,Black,,,,,,,,,,,,,,
MTK0400,35,Master's degree,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,,,,,,,,,,,,,
MTK0401,37,Bachelor's degree,Not Hispanic,Male,,englsih,Married/Domestic Partnership,United States,White,,,,,,,,,,,,,,
MTK0402,23,High school diploma,Not Hispanic,Male,,english,Single,United States,White,,,,,,,,,,,,,,
MTK0403,32,Associate degree,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,Asian,,,,,,,,,,,,,,
MTK0404,28,Some college,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,,,,,,,,,,,,,
MTK0405,55,Bachelor's degree,Not Hispanic,Male,,English,Single,United States,White,,,,,,,,,,,,,,
MTK0406,26,Bachelor's degree,Not Hispanic,Male,,English,Single,United States,White,,,,,,,,,,,,,,
MTK0407,28,Bachelor's degree,Not Hispanic,Male,,English,Married/Domestic Partnership,United States,Asian,,,,,,,,,,,,,,
MTK0408,36,Bachelor's degree,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,Asian,,,,,,,,,,,,,,
MTK0409,25,Some college,Hispanic,Female,,English,Single,United States,White,,,,,,,,,,,,,,
MTK0410,22,High school diploma,Not Hispanic,Female,,english,Single,United States,White,,,,,,,,,,,,,,
MTK0411,,Some college,Not Hispanic,Not Reported,,English,Married/Domestic Partnership,United States,White,,,,,,,,,,,,,,
MTK0412,29,Associate degree,Not Hispanic,Male,,English,Single,United States,Black,,,,,,,,,,,,,,
MTK0413,55,Doctorate degree,Not Hispanic,Female,,English,Divorced,United Kingdom,White,,,,,,,,,,,,,,
MTK0414,48,Bachelor's degree,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,,,,,,,,,,,,,
MTK0415,34,Bachelor's degree,Not Hispanic,Female,,French and creole,Single,United States,Black,,,,,,,,,,,,,,
MTK0416,33,Bachelor's degree,Not Hispanic,Female,,English,Single,United States,White,,,,,,,,,,,,,,
MTK0417,41,Some college,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,,,,,,,,,,,,,
MTK0418,40,Some college,Not Hispanic,Male,,English,Single,United States,White,,,,,,,,,,,,,,
MTK0419,29,Bachelor's degree,Not Hispanic,Female,,english,Single,United States,White,,,,,,,,,,,,,,
MTK0420,38,Master's degree,Not Hispanic,Female,,English,Single,United States,White,,,,,,,,,,,,,,
MTK0421,30,Bachelor's degree,Not Hispanic,Male,,English,Single,United States,White,,,,,,,,,,,,,,
MTK0422,25,Some college,Not Hispanic,Male,,Engliush,Single,United States,Asian,,,,,,,,,,,,,,
MTK0424,33,Some college,Not Hispanic,Male,,English,Single,United States,American Indian/Alaskan Native|White,,,,,,,,,,,,,,
MTK0427,36,Master's degree,Not Hispanic,Male,,english,Single,United States,White,,,,,,,,,,,,,,
MTK0428,50,Some college,Not Hispanic,Male,,english,Married/Domestic Partnership,United States,White,,,,,,,,,,,,,,
MTK0429,29,Some graduate education,Not Hispanic,Male,,english,Married/Domestic Partnership,United States,,,,,,,,,,,,,,,
MTK0430,51,High school diploma,Not Hispanic,Female,,English,Divorced,United States,White,,,,,,,,,,,,,,
MTK0431,52,High school diploma,Hispanic,Female,,english,Separated,United States,White,,,,,,,,,,,,,,
MTK0432,34,High school diploma,Not Hispanic,Male,,English,Single,United States,American Indian/Alaskan Native|White,,,,,,,,,,,,,,
MTK0433,40,Bachelor's degree,Not Hispanic,Male,,english,Married/Domestic Partnership,United States,Black,,,,,,,,,,,,,,
MTK0434,43,High school diploma,Not Hispanic,Male,,English,Single,United States,White,,,,,,,,,,,,,,
MTK0435,21,Some college,Hispanic,Male,,English,Single,United States,Black,,,,,,,,,,,,,,
MTK0436,26,Some college,Not Hispanic,Male,,English,Single,United States,White,,,,,,,,,,,,,,
MTK0437,32,Bachelor's degree,Not Hispanic,Male,,English,Single,United States,White,,,,,,,,,,,,,,
MTK0438,35,Associate degree,Not Hispanic,Male,,English,Single,United States,White,,,,,,,,,,,,,,
MTK0439,33,High school diploma,Not Hispanic,Female,,english,Married/Domestic Partnership,United States,White,,,,,,,,,,,,,,
MTK0440,53,Associate degree,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,,,,,,,,,,,,,
MTK0441,34,High school diploma,Not Hispanic,Male,,English,Single,United States,Asian,,,,,,,,,,,,,,
MTK0442,31,Some college,Not Hispanic,Female,,english,Married/Domestic Partnership,United States,White,,,,,,,,,,,,,,
MTK0443,26,Some college,Not Hispanic,Female,,english,Married/Domestic Partnership,United States,White,,,,,,,,,,,,,,
MTK0444,28,Some college,Not Hispanic,Male,,english,Single,United States,White,,,,,,,,,,,,,,
MTK0445,56,Some college,Hispanic,Female,,ENGLISH,Married/Domestic Partnership,United States,White,,,,,,,,,,,,,,
MTK0446,39,High school diploma,Not Hispanic,Male,,english,Married/Domestic Partnership,United States,White,,,,,,,,,,,,,,
MTK0447,41,High school diploma,Not Hispanic,Male,,English,Married/Domestic Partnership,United States,White,,,,,,,,,,,,,,
MTK0448,48,Bachelor's degree,Not Hispanic,Male,,English,Divorced,United States,White,,,,,,,,,,,,,,
MTK0449,35,High school diploma,Hispanic,Male,,English,Single,United States,Black,,,,,,,,,,,,,,
MTK0450,37,Some college,Hispanic,Female,,English,Single,United States,White,,,,,,,,,,,,,,
MTK0452,30,Bachelor's degree,Hispanic,Male,,english,Single,United States,White,,,,,,,,,,,,,,
MTK0453,44,Bachelor's degree,Not Hispanic,Female,,english,Married/Domestic Partnership,United States,White,,,,,,,,,,,,,,
MTK0454,36,Bachelor's degree,Not Hispanic,Male,,English,Married/Domestic Partnership,United States,White,,,,,,,,,,,,,,
MTK0455,40,Some college,Not Hispanic,Female,,English,Single,United States,American Indian/Alaskan Native|White,,,,,,,,,,,,,,
MTK0457,47,Bachelor's degree,Hispanic,Female,,english,Married/Domestic Partnership,United States,Black|White,,,,,,,,,,,,,,
MTK0458,33,Bachelor's degree,Not Hispanic,Male,,English,Single,United States,Black,,,,,,,,,,,,,,
MTK0459,30,Some college,Not Hispanic,Female,,Engliish,Married/Domestic Partnership,United States,White,,,,,,,,,,,,,,
MTK0460,66,Some graduate education,Not Hispanic,Male,,English,Single,United States,White,,,,,,,,,,,,,,
MTK0461,35,Some graduate education,Not Hispanic,Female,,English ,Married/Domestic Partnership,United States,White,,,,,,,,,,,,,,
MTK0462,44,Some college,Not Hispanic,Male,,ENGLISH,Divorced,United States,White,,,,,,,,,,,,,,
MTK0463,29,Bachelor's degree,Not Hispanic,Male,,English,Single,United States,White,,,,,,,,,,,,,,
MTK0464,34,Some college,Not Reported,Female,,english,Single,United States,White,,,,,,,,,,,,,,
MTK0465,26,High school diploma,Not Hispanic,Male,,English,Single,United States,Black,,,,,,,,,,,,,,
MTK0466,25,Bachelor's degree,Not Hispanic,Male,,English,Single,United States,White,,,,,,,,,,,,,,
MTK0467,35,Bachelor's degree,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,Black,,,,,,,,,,,,,,
MTK0468,46,Some college,Not Hispanic,Female,,English,Single,United States,Black,,,,,,,,,,,,,,
MTK0470,19,High school diploma,Not Hispanic,Not Reported,Nonbinary,English,Single,United States,Black,,,,,,,,,,,,,,
MTK0471,35,Bachelor's degree,Not Hispanic,Female,,english,Married/Domestic Partnership,United States,White,,,,,,,,,,,,,,
MTK0472,26,High school diploma,Not Hispanic,Male,,English,Single,United States,White,,,,,,,,,,,,,,
MTK0473,21,High school diploma,Hispanic,Male,,English,Single,United States,American Indian/Alaskan Native,,,,,,,,,,,,,,
MTK0474,32,High school diploma,Not Hispanic,Not Reported,,English,Married/Domestic Partnership,United States,White,,,,,,,,,,,,,,
MTK0475,38,High school diploma,Not Hispanic,Female,,English,Divorced,United States,White,,,,,,,,,,,,,,
MTK0476,36,Some college,Not Hispanic,Male,,English,Married/Domestic Partnership,United States,White,,,,,,,,,,,,,,
MTK0477,47,Bachelor's degree,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,,,,,,,,,,,,,
MTK0478,41,Associate degree,Not Hispanic,Female,,English,Divorced,United States,White,,,,,,,,,,,,,,
MTK0479,31,Bachelor's degree,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,,,,,,,,,,,,,
MTK0480,28,Some college,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,,,,,,,,,,,,,
MTK0482,29,High school diploma,Not Hispanic,Male,,English,Single,United States,White,,,,,,,,,,,,,,
MTK0483,64,Associate degree,Not Hispanic,Female,,English,Divorced,United States,White,,,,,,,,,,,,,,
MTK0484,30,Bachelor's degree,Not Hispanic,Female,,english,Single,United States,White,,,,,,,,,,,,,,
MTK0485,43,Bachelor's degree,Not Hispanic,Male,,English,Single,United States,White,,,,,,,,,,,,,,
MTK0487,32,Bachelor's degree,Not Hispanic,Male,,english,Single,United States,White,,,,,,,,,,,,,,
MTK0489,38,Some college,Not Hispanic,Male,,english,Single,United States,White,,,,,,,,,,,,,,
MTK0490,54,High school diploma,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,,,,,,,,,,,,,
MTK0492,30,Master's degree,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,,,,,,,,,,,,,
MTK0493,26,Bachelor's degree,Not Hispanic,Male,,English,Single,United States,White,,,,,,,,,,,,,,
MTK0494,28,Some college,Not Hispanic,Male,,English,Single,United States,White,,,,,,,,,,,,,,
MTK0495,25,Some college,Not Hispanic,Female,,English,Single,United States,White,,,,,,,,,,,,,,
MTK0496,34,Bachelor's degree,Hispanic,Female,,english,Married/Domestic Partnership,United States,White,,,,,,,,,,,,,,
MTK0497,29,Master's degree,Not Hispanic,Male,,Norwegian,Married/Domestic Partnership,Norway,White,,,,,,,,,,,,,,
MTK0498,39,Bachelor's degree,Not Reported,Female,,english,Not Reported,United States,Asian,,,,,,,,,,,,,,
MTK0499,36,Bachelor's degree,Not Hispanic,Female,,English,Single,United States,Asian,,,,,,,,,,,,,,
MTK0500,32,Bachelor's degree,Not Hispanic,Male,,English,Single,United States,Asian,,,,,,,,,,,,,,
